lex,lex_arb,root,def,src,id,lex_uncorrected,pg,dialect,phon,Cv,sem,ref,pos,etym,lex_arb2,def_arb,measure,imalah
qarā / yiqra,,QRʔ,to read,Morano 2019,2190,,321,,,,[empty],,v,,,,,
qurān,,QRʔ,"Quran [R.52, qurʕān]",Morano 2019,2191,,321,,,,religion,Reinhardt 1894,n,,,,,
qrub / yoqrub,,QRB1,to approach,Morano 2019,2192,,321,,,,[empty],,v,,,,,
tqārb / yitqārb,,QRB1,"(VI) to approach, to agree",Morano 2019,2193,,321,,,,[empty],,v,,,,,
staqrab,,QRB1,"(X) to borrow, to lease, to rent",Morano 2019,2194,,321,,,,[empty],,n,,,,,
qarīb,,QRB1,close,Morano 2019,2195,,321,,,,[empty],,adj,,,,,
qarbo!,,QRB1,Come in!,Morano 2019,2196,,321,,,,[empty],,part,,,,,
qarb,,QRB1,"close, near, beside, next to",Morano 2019,2197,,321,,,,[empty],,prep,,,,,
qarīb,,QRB1,soon,Morano 2019,2198,,321,,,,[empty],,adv,,,,,
qarbe / qrab,,QRB2,hose [R.70],Morano 2019,2199,,321,,,,[empty],Reinhardt 1894,n,,,,,
qorra / qrīr,,QRR,frog [R.74] [B.177],Morano 2019,2200,,321,,,,fauna,Reinhardt 1894,n,,,,,
qurš,,QRŠ,shark,Morano 2019,2201,,321,,,,fauna : marine,,n,,,,,
qarrūṣ,,QRṢ,jellyfish,Morano 2019,2202,,321,,,,fauna : marine,,n,,,,,
qaraḍ / yoqroḍ,,QRḌ,to lend sth. to so. [R.129],Morano 2019,2203,,321,,,,[empty],Reinhardt 1894,v,,,,,
qaraṭ / yuqruṭ,,QRṬ,to chew,Morano 2019,2204,,321,,,,food + bodily functions,,v,,,,,
qorṭāṣ,,QRṬṢ,paper,Morano 2019,2205,,321,,,,[empty],,n,,,,,
qorṭāṣe,,QRṬṢ,(f.) document [R.55],Morano 2019,2206,,321,,,,[empty],Reinhardt 1894,n,,,,,
qarfa / qarāfa,,QRF,playing cards,Morano 2019,2207,,321,,,,recreation,,n,,,,,
qarqaḥ / yiqarquḥ,,QRQḤ,"to knock, to hi [sic]",Morano 2019,2208,,321,,,,[empty],,v,,,,,
maqraqāʕ,,QRQʕ,"Physalis Angulata [73 A weedy annual plant, found in cultivations. The fruit is used by children to produce sounds, as it clapps between hands.]",Morano 2019,2209,,321,,,,plant generics,,n,,,,,
qarqūr,,QRQR,shark,Morano 2019,2210,,321,,,,fauna : marine,,n,,,,,
qarn / qrūn,,QRN,horn,Morano 2019,2211,,321,,,,anatomy,,n,,,,,
qorne,,QRN,(f.) place [74 Used by my informants in the al-ʕAwābī district to indicate a place that both speakers know.],Morano 2019,2212,,321,,,,[empty],,n,,,,,
qranfel,,QRNFL,clove [R.55],Morano 2019,2213,,321,,,,spices,Reinhardt 1894,n,,,,,
qarye,,QRY,"village, settlement",Morano 2019,2214,,321,,,,[empty],,n,,,,,
qisme,,QSM,"(f.) part, portion, section",Morano 2019,2215,,321,,,,[empty],,n,,,,,
qašar / yuqšur,,QŠR,to scratch,Morano 2019,2216,,321,,,,[empty],,v,,,,,
qaššar / yqaššar,,QŠR,(II) to peel,Morano 2019,2217,,321,,,,[empty],,v,,,,,
qiššār,,QŠR,"bark, crust, rind",Morano 2019,2218,,322,,,,[empty],,n,,,,,
moqšāʕ / mqāšiʕ,,QŠʕ,knotty stick,Morano 2019,2219,,322,,,,[empty],,n,,,,,
qāšʕa,,QŠʕ,sardines [75 Only used in proverbs.],Morano 2019,2220,,322,,,,fauna : marine,,n,,,,,
qaṣṣāb / qaṣāṣīb,,QṢB,butcher,Morano 2019,2221,,322,,,,jobs + food,,n,,,,,
qṣīr (f. qṣīra),,QṢR,short,Morano 2019,2222,,322,,,,shape,,adj,,,,,
qaṣṣ / yquṣṣ,,QṢṢ,"to cut, to slice",Morano 2019,2223,,322,,,,[empty],,v,,,,,
qiṣṣa / qṣuṣ,,QṢṢ,story,Morano 2019,2224,,322,,,,[empty],,n,,,,,
mqaṣṣa,,QṢṢ,(f.) scissors,Morano 2019,2225,,322,,,,tools,,n,,,,,
qāṣaṭ / yqāṣoṭ,,QṢṬ,"(III) to save up, to keep",Morano 2019,2226,,322,,,,[empty],,v,,,,,
qaṣṣaf / yqaṣṣaf,,QṢF,"(II) to wrap up, to fold",Morano 2019,2227,,322,,,,[empty],,v,,,,,
qoḍḍāme,,QḌM,mash,Morano 2019,2228,,322,,,,food,,n,,,,,
qāḍi,,QḌY,judge,Morano 2019,2229,,322,,,,occupations,,n,,,,,
qaṭ,,QṬ,cat (< Eng.),Morano 2019,2230,,322,,,,fauna,,n,,,,,
qaṭaʕ / yuqṭaʕ,,QṬʕ,"(VN qaṭaʕ) to cross, to ferry",Morano 2019,2231,,322,,,,[empty],,v,,,,,
qāṭʕa,,QṬʕ,blade,Morano 2019,2232,,322,,,,tools,,n,,,,,
qṭāʕa,,QṬʕ,"difference, division",Morano 2019,2233,,322,,,,[empty],,n,,,,,
qṭin,,QṬN,cotton (< Eng.) [N.11],Morano 2019,2234,,322,,,,clothing,,n,,,,,
staqʕad / yistaqʕed,,QʕD,"(X) to rent (house), to borrow, lease [R.177]",Morano 2019,2235,,322,,,,[empty],Reinhardt 1894,v,,,,,
qoʕod,,QʕD,rent [R.177],Morano 2019,2236,,322,,,,[empty],Reinhardt 1894,n,,,,,
qʕor,,QʕR,seabed,Morano 2019,2237,,322,,,,geography,,n,,,,,
qūʕqū,,QʕQʕ,upside down [R.55],Morano 2019,2238,,322,,,,[empty],Reinhardt 1894,adj/adv,,,,,
qafed,,QFD,nape,Morano 2019,2239,,322,,,,anatomy,,n,,,,,
qfīr / qfor ~ qufrān,,QFR,basket,Morano 2019,2240,,322,,,,[empty],,n,,,,,
qafaṣ ṭēr,,QFS,aviary,Morano 2019,2241,,322,,,,[empty],,n,,,,,
qafel / yoqfil,,QFL,"to close, to lock [R.144]",Morano 2019,2242,,322,,,,[empty],Reinhardt 1894,v,,,,,
qāfle,,QFL,(f.) caravan [R.44],Morano 2019,2243,,322,,,,transportation,Reinhardt 1894,n,,,,,
qafe,,QFW,"after, behind, back",Morano 2019,2244,,322,,,,[empty],,prep,,,,,
qalb / qlūb,,QLB,heart,Morano 2019,2245,,322,,,,anatomy,,n,,,,,
qalbe,,QLB,(f.) pendant of the necklace [76 Positioned more or less on the heart.],Morano 2019,2246,,322,,,,clothing : accessories,,n,,,,,
qalaṣ / yoqloṣ,,QLṢ,"to prune, to trim, to clip",Morano 2019,2247,,322,,,,[empty],,v,,,,,
muqlāʕ,,QLʕ,slingshot [R.50],Morano 2019,2248,,322,,,,[empty],Reinhardt 1894,n,,,,,
qalfa,,QLF,cinnamon [N.21],Morano 2019,2249,,322,,,,spices,,n,,,,,
qall / yqill,,QLL,"to set up, to establish",Morano 2019,2250,,323,,,,[empty],,v,,,,,
qalīl,,QLL,"little, (adv.) a little",Morano 2019,2251,,323,,,,[empty],,quant,,,,,
qalem / qlāme,,QLM,pen,Morano 2019,2252,,323,,,,[empty],,n,,,,,
qalā / yiqli,,QLY,to fry,Morano 2019,2253,,323,,,,food,,v,,,,,
maqlī,,QLY,(PP) fried,Morano 2019,2254,,323,,,,food,,n,,,,,
muqla,,QLY,frying-pan,Morano 2019,2255,,323,,,,household : kitchen,,n,,,,,
qamḥa,,QMḤ,(f.) wheat,Morano 2019,2256,,323,,,,plants (edible),,n,,,,,
qamrīye,,QMR,full moon night,Morano 2019,2257,,323,,,,weather,,n,,,,,
qamāra,,QMR,(f.) central tower of the traditional Omani house [77 Here it is usually stored the water tank.],Morano 2019,2258,,323,,,,household,,n,,,,,
qamar,,QMR,moon,Morano 2019,2259,,323,,,,weather,,n,,,,,
qāmūs,,QMS,"dictionary, vocaboulary",Morano 2019,2260,,323,,,,[empty],,n,,,,,
mqamše / maqāmiš,,QMŠ,spoon,Morano 2019,2261,,323,,,,household : kitchen,,n,,,,,
qammāṭ / qamāmīṭ,,QMṬ,fishmonger [R.75],Morano 2019,2262,,323,,,,jobs + food,Reinhardt 1894,n,,,,,
qannūb,,QNB,onion flower [B.181],Morano 2019,2263,,323,,,,plants,,n,,,,,
qandil,,QNDL,manual lamp,Morano 2019,2264,,323,,,,household,,n,,,,,
qanaṣ / yuqnuṣ,,QNṢ,to hunt [N.46],Morano 2019,2265,,323,,,,[empty],,v,,,,,
qanṭra,,QNṬR,bridge (cf. YA qunṭurah “shoe”) [R.46],Morano 2019,2266,,323,,,,buildings,Reinhardt 1894,n,,,,,
qnēṭra,,QNṬR,(dim.) little bridge [R.46],Morano 2019,2267,,323,,,,[empty],Reinhardt 1894,n dim,,,,,
qanfaḏ,,QNFḎ,hedgehog,Morano 2019,2268,,323,,,,fauna,,n,,,,,
qahar / yoqhar,,QHR,"to catch, to grab [R.145]",Morano 2019,2269,,323,,,,[empty],Reinhardt 1894,v,,,,,
qahwa / yqahwa,,QHW,(v.t.) to give so. coffee and dates,Morano 2019,2270,,323,,,,food,,v,,,,,
tqahhawa / yitqahhawa,,QHW,(V) to drink coffee,Morano 2019,2271,,323,,,,food,,v,,,,,
mqahwi,,QHW,owner of a coffee shop,Morano 2019,2272,,323,,,,occupations,,n,,,,,
maqhā,,QHW,coffee shop,Morano 2019,2273,,323,,,,buildings : types,,n,,,,,
qahwa,,QHW,coffee,Morano 2019,2274,,323,,,,food,,n,,,,,
qūs al-maṭar,,QWS,rainbow [78 In al-ʕAwābī is also called qūs r-raḥma or qūs allāh.],Morano 2019,2275,,323,,,,weather,,n,,,,,
stoqwaḍ / yistoqwaḍ,,QWḌ,(X) to finish (a job),Morano 2019,2276,,323,,,,[empty],,v,,,,,
qūṭi / qwāṭi,,QWṬ,tin,Morano 2019,2277,,323,,,,food + kitchen,,n,,,,,
tqāfe / yitqāwf,,QWF,(VI) to chase,Morano 2019,2278,,323,,,,[empty],,v,,,,,
qōm,,QWM,troops,Morano 2019,2279,,323,,,,war & weapons,,n,,,,,
quwwa,,QWY,"strenght, power [sic]",Morano 2019,2280,,323,,,,[empty],,n,,,,,
qawī (f. qawīyya),,QWY,"strong, powerful",Morano 2019,2281,,323,,,,[empty],,adj,,,,,
qawaya,,QWY,(f.) iron,Morano 2019,2282,,324,,,,household,,n,,,,,
qāyas / yqāyis,,QYS,(III) to compare,Morano 2019,2283,,324,,,,[empty],,v,,,,,
qyās,,QYS,analogy,Morano 2019,2284,,324,,,,[empty],,n,,,,,
qayyam / yiqayyam,,QYM,(II) to wake up,Morano 2019,2285,,324,,,,[empty],,v,,,,,
qyām,,QYM,(VN) lifting up,Morano 2019,2286,,324,,,,[empty],,n,,,,,
qāme / -āt ~ qyem,,QYM,"shape, form, figure, profile",Morano 2019,2287,,324,,,,[empty],,n,,,,,
qāma,,QYM,(f.) central panel of the décor on the upper part of the traditional Omani dress for women,Morano 2019,2288,,324,,,,clothing,,n,,,,,
kabb / ykubb,,KBB,"(v.t.; VN kebub) to spill, to dribble",Morano 2019,2289,,324,,,,[empty],,v,,,,,
mkebbe / mkēbb,,KBB,"tin (of milkpowder), plastic box (for food)",Morano 2019,2290,,324,,,,household : kitchen,,n,,,,,
kebet,,KBT,"cupboard, closet, wardrobe (< Eng.)",Morano 2019,2291,,324,,,,household,,n,,,,,
kbor / yukbor,,KBR,"to grow up, to get bigger",Morano 2019,2292,,324,,,,[empty],,v,,,,,
tkēbar / yitkēbar,,KBR,(VI) to be wild,Morano 2019,2293,,324,,,,[empty],,v,,,,,
kbor,,KBR,greatness,Morano 2019,2294,,324,,,,[empty],,n,,,,,
mitkēbor,,KBR,proud,Morano 2019,2295,,324,,,,[empty],,adj,,,,,
kbūrīye,,KBR,"pride, boldness [R.53]",Morano 2019,2296,,324,,,,[empty],Reinhardt 1894,n,,,,,
kebīr (f. kebīra) / kbār,,KBR,"big, old, large",Morano 2019,2297,,324,,,,[empty],,adj,,,,,
ekbar,,KBR,bigger,Morano 2019,2298,,324,,,,shape,,adj,,,,,
kebārāt,,KBR,notaries [R.69],Morano 2019,2299,,324,,,,[empty],Reinhardt 1894,n,,,,,
kabrīt,,KBRT,matches,Morano 2019,2300,,324,,,,tools,,n,,,,,
kubd / -āt,,KBD,(f.) liver,Morano 2019,2301,,324,,,,anatomy,,n,,,,,
kebš / kobāš,,KBŠ,mutton [R.72],Morano 2019,2302,,324,,,,food,Reinhardt 1894,n,,,,,
keteb / yuktub,,KTB,"(VN ketub) to write, to text",Morano 2019,2303,,324,,,,[empty],,v,,,,,
kāteb / yikātub,,KTB,(III) to reply (to a letter),Morano 2019,2304,,324,,,,[empty],,v,,,,,
ktābe,,KTB,handwriting,Morano 2019,2305,,324,,,,[empty],,n,,,,,
kitāb / ktub,,KTB,book,Morano 2019,2306,,324,,,,[empty],,n,,,,,
kettīb / ketātīb,,KTB,writer,Morano 2019,2307,,324,,,,[empty],,n,,,,,
maktab,,KTB,office,Morano 2019,2308,,324,,,,[empty],,n,,,,,
kittāra,,KTR,saber (< H.) [R.126],Morano 2019,2309,,324,,,,[empty],Reinhardt 1894,n,,,,,
ketel,,KTL,kettle (< Eng.),Morano 2019,2310,,324,,,,household : kitchen,,n,,,,,
kittān,,KTN,linen [N.11],Morano 2019,2311,,324,,,,household,,n,,,,,
kāṯar / yikāṯor,,KṮR,"(III, VN kṯār) to increase, to multiply [R.165]",Morano 2019,2312,,325,,,,[empty],Reinhardt 1894,v,,,,,
kṯir,,KṮR,"more, much",Morano 2019,2313,,325,,,,[empty],,adj/adv,,,,,
ekṯār,,KṮR,"usually, mostly",Morano 2019,2314,,325,,,,[empty],,adj/adv,,,,,
kids,,KDS,"pile, heap, lot",Morano 2019,2315,,325,,,,[empty],,n,,,,,
kadaʕ / yikdaʕ,,KDʕ,to bite,Morano 2019,2316,,325,,,,[empty],,v,,,,,
kidf / kdūf,,KDF,shoulder,Morano 2019,2317,,325,,,,anatomy,,n,,,,,
kūḏib / yikūḏib,,KḎB,(III) to lie,Morano 2019,2318,,325,,,,[empty],,v,,,,,
keḏḏāb / keḏāḏib,,KḎB,lier [sic],Morano 2019,2319,,325,,,,[empty],,n,,,,,
karrūbe,,KRB,"(f.) braid, tress",Morano 2019,2320,,325,,,,clothing : accessories,,n,,,,,
karr / krūr,,KRR,dew,Morano 2019,2321,,325,,,,weather,,n,,,,,
kursī / karāsī,,KRSY,"chair, sofa",Morano 2019,2322,,325,,,,household,,n,,,,,
korš / -āt ~ krūš,,KRŠ,"(f.) stomach, belly [R.71]",Morano 2019,2323,,325,,,,anatomy,Reinhardt 1894,n,,,,,
karʕ,,KRʕ,leg,Morano 2019,2324,,325,,,,anatomy,,n,,,,,
kraf (f. karfe),,KRF,cripple [R.63],Morano 2019,2325,,325,,,,diseases,Reinhardt 1894,adj,,,,,
kurfāya / karāfī,,KRFY,"bed, bedstead, charpoy (< Pers. chārpā’ī “four legs”)",Morano 2019,2326,,325,,,,household,,n,,,,,
karak / yukruk,,KRK,"to burn, to brood [R.144]",Morano 2019,2327,,325,,,,[empty],Reinhardt 1894,v,,,,,
tkēram / yitkēram,,KRM,(VI) to accomodate so.,Morano 2019,2328,,325,,,,[empty],,v,,,,,
mitkērum,,KRM,hospitable,Morano 2019,2329,,325,,,,[empty],,adj,,,,,
krīm / krām,,KRM,charitable,Morano 2019,2330,,325,,,,[empty],,adj,,,,,
tkērah / yitkērah,,KRH,"(VI) to be ugly, bad",Morano 2019,2331,,325,,,,[empty],,v,,,,,
krīh (f. krīha),,KRH,contemptuous [R.62],Morano 2019,2332,,325,,,,[empty],Reinhardt 1894,adj,,,,,
korūwe / kerāru,,KRW,dove,Morano 2019,2333,,325,,,,fauna : birds,,n,,,,,
kezkez / yikezkez,,KZKZ,"to shiver, to chatter from the cold",Morano 2019,2334,,325,,,,[empty],,v,,,,,
kazkaz,,KZKZ,very cute,Morano 2019,2335,,325,,,,[empty],,adj,,,,,
keseb / yiksib,,KSB,"(v.t.; VN kesub) to rob, to deprive (cf. NA kisab “to raid a loot”)",Morano 2019,2336,,325,,,,[empty],,v,,,,,
kissāb / kissābe,,KSB,"highwayman, bandit [R.76]",Morano 2019,2337,,325,,,,[empty],Reinhardt 1894,n,,,,,
kasar / yiksur,,KSR,(VN kesor) to break,Morano 2019,2338,,325,,,,[empty],,v,,,,,
tkāsr / yitkāsr,,KSR,"(VI) to insult, to offend",Morano 2019,2339,,325,,,,[empty],,v,,,,,
nkesar / yunksor,,KSR,"(VII) to get out of order, to be broken",Morano 2019,2340,,325,,,,[empty],,v,,,,,
nuksāra,,KSR,(VII) defeat,Morano 2019,2341,,325,,,,[empty],,n,,,,,
mukassarāt,,KSR,(coll.) nuts,Morano 2019,2342,,325,,,,food,,n,,,,,
minksor (f. minkisra),,KSR,"broken, fracture",Morano 2019,2343,,325,,,,[empty],,adj,,,,,
kislān (f. kislāna),,KSL,hypocrite,Morano 2019,2344,,325,,,,[empty],,n,,,,,
kašra,,KŠR,"(f.) rubbish, trash",Morano 2019,2345,,326,,,,[empty],,n,,,,,
kaḍḍ / yikoḍḍ,,KḌḌ,"to drive, to push [R.178]",Morano 2019,2346,,326,,,,[empty],Reinhardt 1894,v,,,,,
kef,,KF,top part of the hand [palm?],Morano 2019,2347,,326,,,,anatomy,,n,,,,,
kuffāra,,KFR,atonement (cf. YA kuffāreh “sum of money payed in place of a vote”) [R.48],Morano 2019,2348,,326,,,,[empty],Reinhardt 1894,n,,,,,
kāfil,,KFL,enough,Morano 2019,2349,,326,,,,[empty],,n,,,,,
killāb,,KLB,hoe [R.48],Morano 2019,2350,,326,,,,agriculture + tools,Reinhardt 1894,n,,,,,
kelb (f. kelbe) / klāb,,KLB,dog,Morano 2019,2351,,326,,,,fauna,,n,,,,,
klēb,,KLB,puppy,Morano 2019,2352,,326,,,,fauna,,n dim,,,,,
klōtiyye,,KLT,(dim.) little hat for kids,Morano 2019,2353,,326,,,,clothing,,n dim,,,,,
kelf,,KLF,"(VN) forcing, coercing [R.41]",Morano 2019,2354,,326,,,,[empty],Reinhardt 1894,n,,,,,
kill,,KLL,"all, every",Morano 2019,2355,,326,,,,[empty],,quant,,,,,
kālem / ykālum,,KLM,(III) to talk to so.,Morano 2019,2356,,326,,,,[empty],,v,,,,,
tkallam / yitkallam,,KLM,(V) to speak,Morano 2019,2357,,326,,,,[empty],,v,,,,,
kilma / kalimāt,,KLM,word,Morano 2019,2358,,326,,,,[empty],,n,,,,,
kellim,,KLM,shareholder,Morano 2019,2359,,326,,,,[empty],,n,,,,,
mitkellum / mitkellemīn,,KLM,"master of kalām, theologian, scholar",Morano 2019,2360,,326,,,,occupations,,n,,,,,
kalām,,KLM,speech,Morano 2019,2361,,326,,,,[empty],,n,,,,,
kummitra,,KMTR,(f.) pear,Morano 2019,2362,,326,,,,plants : fruits,,n,,,,,
kmil,,KML,"pile, heap",Morano 2019,2363,,326,,,,[empty],,n,,,,,
kumme / kmīm,,KMM,traditional Omani skull-cap,Morano 2019,2364,,326,,,,food : traditional dishes,,n,,,,,
kmēme,,KMM,(dim.) bonnet [R.46],Morano 2019,2365,,326,,,,clothing,Reinhardt 1894,n dim,,,,,
KN kana,,KMM,"Echinops Erinaceus (Globe thistle) [79 Erect perennial with grooved, bristly stems that can grow up to 2m. It is browsed by camels.]",Morano 2019,2366,,326,,,,plant generics,,n,,,,,
knīs,,KNS,"without air and light, claustrophobic [R.62]",Morano 2019,2367,,326,,,,[empty],Reinhardt 1894,n,,,,,
miknasa,,KNS,(f.) vacuum cleaner,Morano 2019,2368,,326,,,,household,,n,,,,,
kanīša,,KNŠ,church,Morano 2019,2369,,326,,,,religion,,n,,,,,
kahraba ~ karhaba,,KHRB,(f.) electricity,Morano 2019,2370,,326,,,,[empty],,n,,,,,
kāhes / yikāhis,,KHS,"(III) to work hard, to toil, to struggle [R.165]",Morano 2019,2371,,326,,,,[empty],Reinhardt 1894,v,,,,,
čhil,,KHL,"wife (cf. YA kahlah / čahleh “old woman”) [80 This lexical item is now obsolescent according to my informants, altough it is used by old speakers in al-ʕAlya (Wādī Banī Kharūṣ).]",Morano 2019,2372,,326,,,,kinship & marriage,,n,,,,,
kūb,,KWB,tea cup (< Eng.),Morano 2019,2373,,326,,,,household : kitchen,,n,,,,,
kōt / akwāt,,KWT,coat (< Eng.),Morano 2019,2374,,326,,,,clothing,,n,,,,,
kōz / kizān,,KWZ,little earthen jar [R.73],Morano 2019,2375,,326,,,,[empty],Reinhardt 1894,n,,,,,
kūsa,,KWS,(f.) courgette,Morano 2019,2376,,327,,,,plants (edible),,n,,,,,
kōsel / kwāsil,,KWSL,consul,Morano 2019,2377,,327,,,,[empty],,n,,,,,
kislān,,KWSL,"lier, so. unreliable (cf. YA kaslān “carefree”) [sic]",Morano 2019,2378,,327,,,,[empty],,n,,,,,
kōš / kīšān,,KWŠ,shoe (< Pers.),Morano 2019,2379,,327,,,,clothing,,n,,,,,
kwēš,,KWŠ,(dim.) little shoe [R.46],Morano 2019,2380,,327,,,,clothing,Reinhardt 1894,n dim,,,,,
kōš,,KWŠ,south-wind,Morano 2019,2381,,327,,s > š?,,weather,,n,,,,,
kōʕ/ kīʕān,,KWʕ,elbow [R.56],Morano 2019,2382,,327,,,,anatomy,Reinhardt 1894,n,,,,,
kūli,,KWL,a foreign labourer (< Eng. coolie “id.”),Morano 2019,2383,,327,,,,jobs + topo,,n,,,,,
kān / ykūn,,KWN,"to be, to exist",Morano 2019,2384,,327,,,,[empty],,v,,,,,
mekān / -āt,,KWN,"place, spot",Morano 2019,2385,,327,,,,[empty],,n,,,,,
bū kān,,KWN,"whoever, somebody",Morano 2019,2386,,327,,,,[empty],,pn,,,,,
kēf,,KYF,"how, like, as",Morano 2019,2387,,327,,,,function words,,interr,,,,,
kīlo / kilwēt,,KYL,kilogram (< Eng.) L,Morano 2019,2388,,327,,,,measure,,n,,,,,
li-,,L,"to, for (to mean belonging), in order to, for the benefit of, because of, in the interests of",Morano 2019,2389,,327,,,,[empty],,n,,,,,
ilēn,,L,"to, until",Morano 2019,2390,,327,,,,[empty],,n,,,,,
lā . . . u lā,,Lʔ,neither...nor,Morano 2019,2391,,327,,,,function,,conj,,,,,
lā,,Lʔ,no,Morano 2019,2392,,327,,,,function words,,part,,,,,
lūlū,,LʔLʔ,pearl,Morano 2019,2393,,327,,,,nautical,,n,,,,,
lābid,,LBD,"probably, maybe",Morano 2019,2394,,327,,,,[empty],,adv,,,,,
labis / yilbes,,LBS,"to get dressed, to wear",Morano 2019,2395,,327,,,,[empty],,v,,,,,
labs / malābis,,LBS,dress,Morano 2019,2396,,327,,,,clothing,,n,,,,,
labbaq / ylabbaq,,LBQ,"(II; v.t.) to burn, to light/turn on",Morano 2019,2397,,327,,,,[empty],,v,,,,,
libān,,LBN,type of milk,Morano 2019,2398,,327,,,,food,,n,,,,,
legūg (f. legūge),,LǦǦ,desiring everything at once [R.62],Morano 2019,2399,,327,,,,[empty],Reinhardt 1894,n,,,,,
laḥḥa,,LḤḤ,rim on the cuff [81 Traditional Omani dress for women.],Morano 2019,2400,,327,,,,clothing,,n,,,,,
laḥas / yilḥas,,LḤS,to lick,Morano 2019,2401,,327,,,,[empty],,v,,,,,
liḥāf / loḥf,,LḤF,woman’s veil with no décor and unicolour,Morano 2019,2402,,327,,,,clothing,,n,,,,,
lḥoq / yilḥoq,,LḤQ,to hit,Morano 2019,2403,,327,,,,[empty],,v,,,,,
tlāḥaq / yitlāḥoq,,LḤQ,(VI) to chase,Morano 2019,2404,,328,,,,[empty],,v,,,,,
laḥam,,LḤM,"meat, flesh",Morano 2019,2405,,328,,,,food,,n,,,,,
loḥye,,LḤY,"beard, chin [R.42]",Morano 2019,2406,,328,,,,anatomy + accessories,Reinhardt 1894,n,,,,,
loḫme,,LḪM,(f.) calf (leg),Morano 2019,2407,,328,,,,anatomy,,n,,,,,
laḏīḏ (f. laḏīḏa) / lḏūḏ,,LḎḎ,"tasty, delicious",Morano 2019,2408,,328,,,,[empty],,n,,,,,
lāzim,,LZM,"must, need",Morano 2019,2409,,328,,,,[empty],,n,,,,,
lass / yliss,,LSS,to touch,Morano 2019,2410,,328,,,,[empty],,v,,,,,
lisān,,LSN,tongue,Morano 2019,2411,,328,,,,anatomy,,n,,,,,
luṣṣ,,LṢṢ,thief,Morano 2019,2412,,328,,,,[empty],,n,,,,,
laḍḍ / ylaḍḍ,,LḌḌ,to go away,Morano 2019,2413,,328,,,,[empty],,v,,,,,
laṭīf (f. laṭīfa) / lṭūf,,LṬF,"pleasant, nice",Morano 2019,2414,,328,,,,[empty],,n,,,,,
laʕab / yilʕub,,LʕB,to play,Morano 2019,2415,,328,,,,recreation,,v,,,,,
luʕub,,LʕB,"game, match, play",Morano 2019,2416,,328,,,,recreation,,n,,,,,
luʕan,,LʕN,nausea,Morano 2019,2417,,328,,,,diseases,,n,,,,,
loġġāy,,LĠĠ,"chatty, talkative",Morano 2019,2418,,328,,,,[empty],,n,,,,,
luġġe / lġūġ,,LĠĠ,gecko,Morano 2019,2419,,328,,,,fauna,,n,,,,,
tlaġlaġ / yitlaġloġ,,LĠLĠ,(tQ) to flood,Morano 2019,2420,,328,,,,[empty],,v,,,,,
luġa / -āt,,LĠW,language,Morano 2019,2421,,328,,,,[empty],,n,,,,,
laff / yliff,,LFF,to roll up,Morano 2019,2422,,328,,,,[empty],,v,,,,,
lqī / yilqa,,LQY,to meet,Morano 2019,2423,,328,,,,[empty],,v,,,,,
lekeš / yilkiš,,LKŠ,to seize [Rein.143],Morano 2019,2424,,328,,,,[empty],,v,,,,,
lākin,,LKN,"but, however, although",Morano 2019,2425,,328,,,,function words,,conj,,,,,
lamaʕ / yilmaʕ,,LMʕ,"to sparkle, to shine, to flash [N.85]",Morano 2019,2426,,328,,,,[empty],,v,,,,,
lamba,,LMB,(f.) lamp (< Eng.),Morano 2019,2427,,328,,,,household,,n,,,,,
laymūn ~ līmūn,,LMN,lemon,Morano 2019,2428,,328,,,,plants : fruits,,n,,,,,
milhāb,,LHB,bellows [R.50],Morano 2019,2429,,328,,,,tools,Reinhardt 1894,n,,,,,
mlehbe,,LHB,(f.) hand-fan,Morano 2019,2430,,328,,,,household,,n,,,,,
lahwaz / yilahwiz,,LHWZ,to lick,Morano 2019,2431,,328,,,,[empty],,v,,,,,
lūbye,,LWB,beans,Morano 2019,2432,,328,,,,plants (edible),,n,,,,,
lawwaḥ / yilawwaḥ,,LWḤ,"(II) to swing, to wave, to shake (hand, head)",Morano 2019,2433,,328,,,,[empty],,v,,,,,
lōḥ / līḥān,,LWḤ,"axis, plank [R.73]",Morano 2019,2434,,328,,,,[empty],Reinhardt 1894,n,,,,,
lwēḥ,,LWḤ,(dim.) little axis,Morano 2019,2435,,328,,,,[empty],,n dim,,,,,
lōḥa / lwaḥ,,LWḤ,"longer way, detour [R.72]",Morano 2019,2436,,328,,,,[empty],Reinhardt 1894,n,,,,,
lōn / elwān,,LWN,colour,Morano 2019,2437,,328,,,,colors,,n,,,,,
lēt ~ layt / -āt,,LYT,"light, lamp, lighbulb, headlamp (< Eng.)",Morano 2019,2438,,329,,,,household,,n,,,,,
layḫ / alyāḫ,,LYḪ,fishing-net,Morano 2019,2439,,329,,,,nautical,,n,,,,,
lēš,,LYŠ,why?,Morano 2019,2440,,329,,,,function words,,interr,,,,,
lēliye,,LYL,all night long [R.54],Morano 2019,2441,,329,,,,time,Reinhardt 1894,adv,,,,,
lēle / leyāli,,LYL,night,Morano 2019,2442,,329,,,,calendar,,n,,,,,
lēlit ems,,LYL,last night,Morano 2019,2443,,329,,,,time,,adv,,,,,
leyīn,,LYN,"tender, soft",Morano 2019,2444,,329,,,,[empty],,adj,,,,,
elyen,,LYN,"softer, more tender",Morano 2019,2445,,329,,,,[empty],,adj,,,,,
